,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
197806,   0.27,   0.19,   0.60,   1.16,  -0.06,  -0.90,  -0.30,   0.10,  -0.63,   0.50,  -0.72,   0.29,  -0.10,   0.30,   0.47,  -1.27,  -1.33,   2.02,  -0.26,  -1.47,  -0.98,  -1.64,  -1.88,  -1.83,  -3.22
197807,   6.00,   4.80,   5.05,   5.33,   5.61,   6.78,   5.74,   6.63,   4.93,   6.66,   5.10,   5.00,   3.11,   5.29,   6.04,   7.42,   6.16,   5.70,   5.61,   7.68,   8.29,   5.37,   3.57,   4.85,   5.01
197808,  11.41,   7.24,   7.86,   7.27,  10.00,   9.99,   7.65,   6.65,   7.78,   7.67,   8.14,   5.91,   6.04,   5.71,   7.21,   6.15,   5.48,   2.36,   5.30,   6.41,   1.34,   3.36,   3.63,   3.64,   4.64
197809,   0.36,   0.29,   0.12,   0.46,  -1.11,  -2.34,  -2.97,  -0.18,   0.02,  -0.69,  -3.40,  -2.76,   0.28,  -1.00,  -1.70,  -0.31,  -1.43,  -0.70,  -0.86,  -1.57,  -2.68,  -1.60,   1.00,   1.30,  -3.72
197810, -24.95, -21.29, -17.79, -16.83, -21.75, -21.40, -19.11, -16.19, -17.53, -20.70, -17.47, -17.88, -14.52, -12.29, -19.77, -16.14, -12.43, -11.37, -11.78, -14.89,  -9.41,  -8.52,  -8.55,  -6.87, -13.37
197811,   5.93,   5.48,   5.27,   6.20,   7.25,   6.21,   5.84,   6.17,   6.68,   5.83,   2.43,   3.37,   2.48,   4.57,   7.26,   2.86,   4.91,   1.99,   2.29,   4.17,   3.29,   2.65,   3.12,   2.52,   5.00
197812,   0.58,   1.44,   0.84,   3.06,   2.86,   2.78,   2.04,   2.49,   1.63,   3.03,   2.13,   2.85,   0.21,   1.77,   2.84,   1.83,   0.10,   1.07,   1.68,   1.73,   1.27,   3.42,  -0.08,   1.88,   1.68
197901,  12.32,  10.71,   9.51,  11.36,   9.26,   8.84,   7.95,   9.45,   8.15,   7.98,   7.40,   6.65,   7.14,   7.69,   8.18,   7.67,   5.96,   5.40,   5.72,   5.67,   3.28,   3.43,   4.72,   4.66,   5.28
197902,  -2.32,  -1.21,  -1.37,  -2.07,  -2.46,  -0.87,  -3.36,  -1.82,  -3.33,  -3.86,  -3.39,  -2.17,  -3.14,  -1.17,  -3.87,  -4.22,  -3.44,  -1.71,  -2.83,  -2.99,  -4.83,  -1.48,  -2.24,  -2.74,  -7.21
197903,  10.10,   7.72,   6.45,   7.57,   9.25,   8.94,   8.94,   9.26,   8.82,   9.00,  12.22,   6.74,   8.07,   8.32,  10.26,   9.66,   9.10,   6.48,   8.20,   8.64,   6.08,   5.67,   4.03,   6.08,   7.35
197904,   2.52,   2.55,   3.65,   2.67,   2.48,   3.33,   2.15,   0.38,   3.03,   2.83,   1.97,   3.07,   1.95,   1.60,   2.32,   1.82,   2.33,  -1.31,   2.14,   0.59,  -0.77,   1.92,  -1.30,   2.21,   1.80
197905,  -0.73,  -1.11,  -1.05,   0.33,  -1.75,  -2.35,  -1.37,  -0.54,  -1.08,  -2.66,   0.33,  -2.25,  -0.27,  -0.61,  -3.09,  -1.00,   0.04,   0.59,  -1.68,  -1.70,  -1.47,  -1.85,  -0.34,  -3.17,  -3.82
197906,   5.28,   4.59,   6.30,   5.93,   4.82,   4.18,   4.32,   5.79,   9.86,   5.86,   3.48,   5.67,   5.24,   5.64,   4.69,   6.13,   6.80,   6.86,   8.86,   4.53,   3.17,   3.16,   6.14,   7.95,   7.50
197907,   2.00,   3.36,   3.18,   2.63,   2.60,   2.13,   2.84,   5.05,   3.87,   2.25,   3.66,   1.64,   2.72,   5.54,   3.13,   2.02,   1.59,   3.52,   1.35,   4.77,   0.20,   0.34,   2.58,   3.93,   3.59
197908,   6.83,   6.78,   7.30,   8.84,   8.40,   7.95,   6.20,   7.77,   8.47,   8.00,   6.52,   5.75,   6.41,   7.38,  10.18,  10.05,   5.08,   5.52,   7.17,   9.40,   6.90,   5.05,   5.07,   4.34,   8.03
197909,   0.13,  -0.62,  -0.59,  -0.55,  -2.23,   1.11,  -0.39,  -0.62,  -2.69,   0.32,   0.47,  -0.10,  -1.47,   0.17,  -0.46,   0.13,  -1.98,  -1.03,  -0.46,  -0.33,  -0.55,   0.66,   0.71,   2.41,  -0.25
197910, -11.21,  -8.95, -11.58, -10.87, -11.49, -10.01, -10.19, -11.88, -11.17, -10.79,  -8.38,  -7.99,  -9.56, -10.88,  -9.47,  -9.52,  -8.03,  -8.75,  -8.57,  -8.76,  -5.13,  -5.95,  -7.14,  -9.78,  -6.33
197911,   9.30,   5.06,   6.87,   5.66,   8.80,   8.59,   6.39,   7.08,   7.41,   9.03,   6.39,   5.89,   8.53,   5.28,  11.43,   7.46,   6.77,   5.72,   7.02,  11.66,   5.00,   5.87,   4.36,   4.22,   9.63
197912,   8.70,   5.22,   6.91,   5.91,   6.74,   6.57,   6.69,   4.27,   6.01,   7.40,   6.85,   2.76,   5.23,   3.43,   4.27,   3.31,   1.45,   1.55,   3.36,   6.25,   3.18,   0.56,   1.00,   1.77,   6.34
198001,  11.62,   9.95,   6.81,  10.09,   9.84,   9.52,   5.21,   6.27,   7.49,   7.76,   8.24,   5.03,   5.87,   7.19,   6.77,   5.76,   2.38,   4.24,   6.01,   6.14,   6.58,   6.07,   4.16,   8.21,   9.14
198002,  -2.44,  -3.15,  -2.59,  -1.82,  -2.09,  -3.36,  -3.88,  -3.87,  -3.40,  -2.39,  -1.26,  -4.71,  -2.86,  -2.98,  -2.88,  -2.63,  -5.02,  -5.10,  -1.81,  -1.26,  -2.34,   2.69,   1.12,   2.37,  -2.21
198003, -19.70, -15.50, -15.10, -16.35, -18.77, -17.14, -15.30, -14.34, -16.56, -17.36, -15.89, -14.19, -12.96, -15.89, -16.74, -11.05,  -7.72,  -8.49, -14.38, -13.75,  -7.77, -10.49, -10.68, -15.16, -11.31
198004,   6.61,   7.29,   5.98,   6.15,   6.16,   6.32,   7.29,   7.57,   7.11,   5.55,   6.06,   7.03,   8.29,   7.23,   6.47,   5.02,   8.75,   9.09,   4.59,   6.31,   3.50,   6.47,   3.41,   5.50,   5.27
198005,   6.35,   7.00,   7.25,   7.18,   7.84,  11.34,   8.15,   9.28,   8.28,   7.95,  10.72,   7.00,   8.66,   7.39,   8.73,   9.58,   8.78,   7.77,   6.11,   7.07,   6.74,   5.04,   4.43,   3.23,   5.66
198006,   4.02,   2.94,   4.05,   4.43,   4.36,   4.93,   3.05,   2.16,   5.67,   5.35,   2.39,   3.08,   4.79,   4.59,   6.52,   5.51,   4.73,   3.59,   5.39,   6.93,   0.41,   2.86,   4.91,   3.81,   4.79
198007,  10.63,  10.48,   9.11,   9.30,  11.06,  10.33,   8.76,   7.79,  10.98,  12.12,   9.35,   5.89,   6.76,   9.84,  11.38,  10.14,   5.23,   5.52,   8.62,  11.15,   8.26,   4.16,   5.26,   6.25,  10.86
198008,  10.35,   5.61,   5.17,   7.07,   7.36,   9.17,   3.14,   2.98,   6.19,   5.93,   5.69,   1.77,   2.86,   4.07,   7.07,   1.67,   2.51,   0.38,   2.32,   4.39,  -0.20,   1.28,   2.75,   2.55,   2.23
198009,   3.12,   1.88,   2.86,   2.80,   3.75,   5.02,   1.76,   3.04,   3.12,   3.54,   2.17,   0.96,   2.65,   3.62,   4.22,   2.23,   2.78,   1.36,   1.75,   6.15,   0.86,   0.90,   6.41,   5.60,   6.43
198010,   4.69,   3.25,   1.76,   4.97,   5.28,   1.74,  -0.22,   2.53,   1.95,   4.44,  -0.65,   0.83,   0.60,   3.88,   3.42,  -0.67,   0.23,   3.11,  -0.20,   2.65,  -1.48,   2.44,   2.83,   4.88,   0.32
198011,   3.48,   2.81,   3.60,   4.07,   6.65,   7.51,   2.09,   2.85,   6.76,  11.25,   1.81,   2.75,   2.69,   8.29,   8.99,   2.90,   4.10,   4.34,  10.44,  18.60,   5.65,   2.59,  16.92,  23.10,  16.05
198012,  -3.50,  -2.12,  -1.47,  -3.66,  -3.93,  -2.14,  -0.47,  -0.50,  -2.34,  -4.03,  -0.44,  -1.32,  -1.29,  -4.04,  -2.73,  -2.09,   1.02,  -1.06,  -2.25,  -4.25,   1.60,   0.51,  -5.39,  -9.63,  -3.86
198101,   4.58,   4.17,   2.09,   1.11,   0.02,   1.95,   2.23,   1.10,  -0.61,  -2.37,   3.53,   2.49,   0.65,  -1.08,  -3.66,   0.39,   0.31,   0.03,  -3.89,  -8.92,   1.43,  -1.51,  -9.28, -10.86, -10.16
198102,   1.71,   2.01,   0.70,   0.13,   0.00,   1.43,   1.83,   3.13,   3.02,  -0.28,   3.26,   2.65,   2.14,   3.01,  -0.76,   4.16,   1.97,   1.08,   3.13,   1.12,   5.55,   3.37,  -0.14,  -1.22,   0.34
198103,   9.71,   8.14,   6.99,   7.38,   8.02,   9.86,   6.48,   8.05,   8.84,   6.99,   8.58,   7.41,   9.39,   5.00,  10.27,   9.81,  11.21,   8.28,   8.39,   7.05,   5.56,   1.92,   6.48,   1.03,   1.14
198104,   5.88,   3.98,   2.98,   3.35,   3.50,   1.64,   3.81,   3.72,   1.37,   1.84,   3.35,   1.45,   2.89,   1.64,   3.86,   0.17,   0.52,   0.69,  -0.03,  -1.08,  -1.41,   0.98,  -0.27,  -3.77,  -6.70
198105,   4.13,   3.51,   1.79,   2.28,   2.49,   3.76,   3.12,   0.95,   1.29,   4.16,   2.37,   1.97,   2.20,   1.78,   4.44,   1.58,   2.92,   2.81,   2.20,   2.55,   1.79,   2.38,   0.15,  -2.76,  -0.79
198106,   0.46,   2.04,   1.69,   1.84,  -1.70,   0.23,   0.42,   1.21,  -0.95,  -3.56,   0.56,   1.16,   1.27,   0.48,  -4.15,  -2.15,  -0.03,   0.47,  -1.25,  -4.13,  -1.77,  -1.72,   1.62,   2.11,  -3.25
198107,  -2.54,  -3.38,  -2.14,  -1.20,  -3.76,  -2.47,  -0.99,  -2.02,  -1.89,  -2.45,  -2.14,  -2.59,  -0.94,  -2.97,  -1.67,  -3.60,  -3.17,  -1.27,  -2.54,   3.67,  -3.75,  -2.12,   3.40,   4.90,   2.72
198108,  -9.46,  -5.00,  -5.36,  -7.22,  -9.05, -10.61,  -4.25,  -4.61,  -7.69,  -8.71,  -6.84,  -3.38,  -5.32,  -6.19,  -7.81,  -4.16,  -4.26,  -4.34,  -5.30,  -7.04,  -5.68,  -3.51,  -5.05,  -6.62,  -6.57
198109,  -8.62,  -6.39,  -6.13,  -7.64,  -8.76,  -6.44,  -4.74,  -5.24,  -6.34,  -9.94,  -3.52,  -3.44,  -5.19,  -6.76,  -8.02,  -3.79,  -4.40,  -3.84,  -6.95,  -9.27,  -2.92,  -0.36,  -6.37,  -9.24, -11.10
198110,   8.07,   5.85,   6.89,   8.28,   9.25,   8.07,   5.65,   7.37,   8.03,   9.23,   4.30,   5.44,   6.77,   5.82,   8.42,   3.76,   4.29,   4.49,   8.56,  10.57,   1.53,   3.27,   5.26,  11.07,  10.59
198111,   1.40,   3.16,   3.73,   3.13,   2.08,   3.60,   5.17,   4.27,   5.60,   2.60,   4.41,   4.20,   3.69,   4.02,   2.02,   4.88,   6.23,   5.88,   5.46,   3.72,   4.12,   5.27,   4.86,   6.35,   2.72
198112,  -3.35,  -1.06,  -0.09,  -1.18,  -1.19,  -1.85,  -1.36,  -0.43,  -1.30,  -2.04,  -3.36,  -1.43,  -0.51,  -1.82,  -2.30,  -1.76,  -2.38,  -1.76,  -1.69,  -3.80,  -1.71,  -1.14,  -3.06,  -4.53,  -5.38
198201,   0.93,  -1.30,  -0.94,  -0.53,  -2.38,  -0.23,  -1.49,  -4.11,  -4.28,  -4.24,   2.55,  -2.71,  -2.97,  -3.64,  -7.92,  -0.40,  -3.30,  -5.08,  -6.16,  -6.72,   0.78,   2.14,  -0.59,  -5.27,  -6.23
198202,  -2.96,  -2.43,  -2.04,  -3.61,  -6.02,  -1.77,  -1.73,  -3.36,  -3.98,  -7.84,  -0.26,  -0.54,  -3.13,  -3.68,  -5.72,  -0.81,  -2.06,  -1.78,  -4.60,  -8.79,  -1.79,  -2.94,  -4.18,  -6.16, -12.79
198203,  -0.02,   0.45,   0.32,  -1.70,  -1.12,   1.93,   0.08,  -1.17,   0.21,  -2.86,   3.31,   2.13,  -0.49,  -0.11,  -1.49,   0.87,   1.42,  -1.87,  -0.60,  -4.27,   1.48,   0.87,  -0.65,  -3.00,  -4.15
198204,   3.74,   4.31,   3.65,   5.37,   4.95,   7.12,   4.75,   6.88,   5.60,   6.19,   3.88,   4.20,   5.30,   4.37,   5.54,   5.12,   5.29,   4.57,   5.02,   5.13,   3.28,   3.35,   3.97,   4.34,   6.77
198205,  -1.25,  -1.89,  -0.87,  -1.03,  -2.95,  -3.83,  -2.10,  -1.52,  -1.75,  -4.90,  -2.06,  -3.39,  -3.67,   0.26,  -4.10,  -1.63,  -4.24,  -4.63,  -4.26,  -5.17,  -2.05,  -2.92,  -3.07,   0.15,  -7.40
198206,  -1.43,  -1.21,  -2.54,  -2.79,  -3.65,   0.54,  -2.30,  -1.28,  -2.32,  -3.15,  -1.07,  -1.06,  -1.61,  -2.91,  -4.31,  -1.27,  -1.28,  -2.05,  -2.10,  -5.25,  -1.09,  -0.81,  -2.80,  -1.65,  -3.16
198207,  -0.96,  -0.76,  -1.15,   0.14,  -1.29,   0.03,  -0.98,  -0.63,   0.67,  -1.33,  -2.27,  -0.07,  -1.92,  -1.75,  -2.27,  -0.40,  -3.58,  -3.41,  -3.71,  -2.30,   1.60,  -0.33,  -3.73,  -8.28,  -2.10
198208,   7.12,   6.30,   5.22,   6.66,   7.64,   7.96,   7.71,   7.19,   7.95,   9.97,   9.79,  13.29,  10.01,  11.72,   9.30,  12.22,  12.80,  14.66,  10.18,  12.89,  12.30,  12.80,  11.49,  15.51,  11.19
198209,   3.96,   3.49,   5.19,   3.83,   2.84,   6.58,   4.78,   5.64,   4.93,   2.02,   2.52,   3.90,   5.04,   3.61,   3.67,   1.09,   1.43,   2.99,   7.74,   1.09,   0.44,   0.01,   1.74,   2.57,   2.23
198210,  13.56,  10.32,  12.06,  12.17,  14.43,  12.84,  12.79,  12.75,  12.12,  14.73,  13.69,  11.21,  13.46,  14.09,  15.09,  13.29,  11.02,  13.54,  12.62,  16.08,  12.00,  10.95,   8.42,  10.04,  14.99
198211,  11.12,   9.76,   8.78,   9.58,   9.32,   9.43,   6.26,   8.95,   8.08,   8.31,   6.26,   5.91,   6.89,   6.92,   8.31,   7.91,   4.22,   5.65,   6.12,   8.13,   7.51,   4.35,   1.08,   3.16,   4.80
198212,   2.27,   0.70,   1.81,   1.61,   2.19,   1.16,   0.79,   1.79,   1.66,   1.83,   2.57,   3.01,   0.25,  -0.23,   0.70,   2.92,   1.76,   1.43,   0.66,   2.95,   3.83,   0.02,   0.35,   1.88,   0.12
198301,  11.03,   8.29,   7.75,   9.64,   9.01,   7.42,   6.26,   5.31,   4.36,   7.54,   5.84,   2.96,   4.47,   3.30,   3.82,  -0.01,   1.56,   4.26,   2.93,   4.43,   2.05,   7.31,   1.90,   1.83,   4.87
198302,   7.29,   5.20,   5.77,   5.21,   5.02,   5.22,   5.64,   6.10,   4.73,   5.05,   4.59,   4.73,   2.72,   4.33,   5.37,   5.96,   4.17,   4.39,   1.60,   4.27,   1.85,   1.41,   2.76,   2.16,   4.95
198303,   5.82,   5.78,   5.66,   5.71,   4.21,   7.60,   7.35,   5.41,   4.67,   2.79,   6.03,   3.80,   5.65,   4.16,   3.19,   4.57,   5.92,   3.42,   5.93,   2.03,   2.82,   2.24,   2.15,   4.82,   3.09
198304,   8.83,   8.48,   8.71,   7.53,   5.77,  10.12,   7.46,   8.16,   7.55,   7.31,   6.86,   4.28,   5.13,   8.06,   6.20,   9.15,   5.33,   6.19,   5.50,   7.07,  12.48,   8.20,   6.98,   6.78,   5.39
198305,  11.62,   7.32,   8.28,   7.86,   9.69,   6.17,   4.04,   4.36,   6.69,   7.62,   5.16,   3.35,   5.29,   3.95,   4.21,   1.59,   4.25,   2.21,   3.24,   6.80,  -2.85,  -1.49,  -1.80,  -2.01,   2.07
198306,   4.12,   3.83,   2.08,   3.06,   4.53,   6.98,   4.82,   2.03,   2.23,   5.52,   3.35,   4.23,   3.03,   3.65,   3.56,   0.12,   1.89,   1.73,   3.61,   7.04,   5.30,   2.33,   2.55,   5.16,   4.74
198307,  -1.22,  -0.70,  -1.66,  -0.12,  -1.79,  -2.25,  -0.46,  -1.48,  -0.81,  -4.19,  -1.89,  -1.56,  -1.06,   0.53,  -1.71,  -3.67,  -2.21,  -0.32,  -2.02,  -4.89,  -4.11,  -1.67,  -3.28,  -2.98,  -7.19
198308,  -4.27,  -1.70,  -1.92,   1.44,  -3.69,  -2.84,  -1.29,  -2.02,  -1.46,  -3.85,  -1.53,  -0.57,  -1.06,  -1.70,  -3.32,  -0.35,   0.23,   1.28,   0.34,  -2.76,   0.27,   0.99,   2.11,   3.00,  -0.90
198309,  -0.40,   1.51,   1.47,   2.34,   1.50,   1.97,   4.59,   5.44,   3.66,   0.35,   3.69,   6.17,   3.95,   3.52,   3.24,   2.95,   2.17,   1.79,   4.26,   2.86,   2.26,   3.06,   1.33,   0.21,   0.53
198310,  -6.52,  -4.29,  -1.86,  -3.91,  -5.25,  -5.03,  -3.99,  -4.22,  -3.39,  -8.04,  -3.12,  -4.34,  -2.07,  -3.64,  -4.71,  -2.28,  -2.93,  -1.97,  -1.28,  -6.58,  -2.98,  -0.77,   1.05,  -1.03,  -4.08
198311,   4.07,   3.45,   4.18,   6.22,   4.11,   5.03,   5.07,   4.24,   5.06,   6.17,   5.93,   3.56,   4.74,   4.42,   5.98,   6.52,   4.10,   5.09,   4.04,   4.37,   2.03,  -0.36,   1.96,   2.29,   5.00
198312,  -1.14,  -0.51,   1.33,  -1.25,  -2.36,  -0.92,   0.59,   0.51,  -0.29,  -0.91,  -0.17,  -1.10,  -0.91,  -0.68,  -3.22,  -2.25,  -2.58,  -0.79,   0.16,  -2.83,   0.72,  -0.50,  -1.10,  -0.95,  -0.64
198401,   2.84,   1.83,   0.34,   0.00,  -0.52,   1.64,   1.99,   0.05,  -1.71,  -4.60,  -1.81,   0.19,  -0.32,  -2.11,  -7.32,  -2.06,  -1.73,  -2.28,  -2.66,  -6.51,  -1.12,   0.78,   2.12,  -1.06,  -7.32
198402,  -6.18,  -4.23,  -3.88,  -5.00,  -6.66,  -5.45,  -5.70,  -3.56,  -4.88,  -5.23,  -4.43,  -4.28,  -3.81,  -4.58,  -5.65,  -5.24,  -5.80,  -4.93,  -4.41,  -6.42,  -4.59,  -2.27,  -2.38,  -3.93,  -6.57
198403,   0.85,   2.98,   0.97,   2.02,   0.16,   1.55,   1.66,   2.00,   2.11,  -0.84,   2.22,   1.27,   3.41,   0.36,   1.09,   2.51,   3.04,   1.94,   2.09,  -0.03,   2.92,   2.08,  -0.46,   1.63,   2.09
198404,  -2.21,  -1.05,  -0.17,  -0.56,  -1.34,  -1.57,  -0.59,   0.69,   0.17,   0.97,  -0.64,  -1.17,   0.66,  -0.04,  -0.20,  -2.17,  -1.64,  -1.35,  -0.78,  -0.62,  -0.36,   1.48,   1.00,   1.36,   1.47
198405,  -5.19,  -2.80,  -2.88,  -5.73,  -4.95,  -7.15,  -4.81,  -3.01,  -4.71,  -5.68,  -7.53,  -4.13,  -3.14,  -4.99,  -4.53,  -9.66,  -5.37,  -4.97,  -3.61,  -4.73,  -7.33,  -3.86,  -4.68,  -6.01,  -5.68
198406,   1.20,   2.43,   2.58,   1.99,   2.40,   3.15,   2.40,   2.46,   3.13,   4.74,  -1.72,   0.95,   2.48,   4.41,   5.76,   1.80,   1.27,   2.60,   3.89,   7.61,  -0.01,   1.21,   1.36,   4.18,   6.47
198407,  -5.38,  -2.48,  -3.14,  -2.60,  -3.70,  -7.65,  -2.78,  -1.43,  -1.06,  -4.50,  -6.27,  -0.67,  -3.31,  -2.61,  -1.55,  -7.55,  -1.44,  -2.73,  -3.23,  -4.38,  -5.28,  -1.26,  -0.30,  -0.97,  -1.41
198408,   8.55,   8.48,   8.54,   9.40,  12.14,  11.66,  11.47,  11.34,   9.30,  14.64,  12.25,  12.33,  10.78,  13.08,  13.39,  12.92,  11.93,  11.97,  12.60,  13.17,  13.41,  10.57,  10.69,  10.33,  12.44
198409,   0.93,   1.24,   1.49,   0.31,   0.24,   1.34,   1.88,   1.43,  -0.20,  -0.20,  -1.92,   2.02,   3.42,   0.90,  -1.19,   1.02,   3.12,   1.78,   0.35,  -0.74,  -2.66,   0.62,   1.29,  -1.48,  -3.34
198410,  -2.59,  -1.06,  -0.37,  -1.10,  -1.97,  -3.11,  -0.02,   0.75,  -0.67,  -1.56,  -6.55,  -0.04,   2.03,  -0.68,   0.32,  -2.17,   0.37,   0.48,   1.90,   1.76,  -1.05,  -0.68,   2.31,   1.50,  -1.18
198411,  -4.99,  -0.86,  -1.62,  -1.00,  -3.82,  -2.50,  -0.85,   0.66,   0.25,  -2.06,  -0.66,   0.82,   0.66,   1.73,  -2.22,   0.38,   0.70,   0.74,  -0.60,  -3.20,  -0.17,  -0.58,   0.66,  -1.94,  -3.63
198412,  -1.40,   0.32,   1.05,   2.10,   3.10,  -0.77,   1.32,   2.33,   4.12,   3.99,  -0.71,   1.49,   3.22,   3.30,   3.83,   0.58,   2.37,   2.27,   2.21,   3.48,   1.47,   2.36,   2.07,   3.63,   2.04
198501,  12.39,  11.30,   9.71,  10.43,  13.53,   9.28,  13.66,  10.08,  10.32,  11.68,  14.22,   9.17,   7.93,   9.61,  11.51,   8.67,  10.08,   8.02,   8.89,  11.24,   8.10,   5.99,   5.20,   8.78,  12.98
198502,   4.33,   3.05,   2.68,   2.14,   4.66,   3.57,   3.34,   1.12,   1.74,   3.33,   0.18,   1.39,   1.32,   2.58,   2.03,   0.09,   1.12,   0.65,   0.67,   2.39,   0.76,   2.72,   1.04,   2.14,   1.82
198503,  -2.41,  -0.28,  -1.72,  -0.06,  -1.59,  -1.46,  -3.22,  -1.47,  -0.95,  -1.67,   0.20,  -0.94,  -0.08,   0.80,  -1.21,  -0.06,  -0.31,  -0.50,   0.08,  -0.81,  -2.42,   1.32,   0.06,  -0.01,   0.91
198504,  -3.11,  -2.41,   0.29,   1.79,  -1.88,  -2.13,  -1.54,  -0.46,   0.57,  -0.94,  -1.11,  -0.27,   0.97,   1.63,   0.11,  -2.49,  -2.12,   1.18,   1.17,  -0.40,   3.57,  -0.73,  -0.94,  -0.53,  -1.88
198505,  -0.67,   2.19,   3.24,   3.66,   4.17,   1.12,   4.40,   3.20,   5.40,   5.03,   2.61,   5.51,   3.67,   4.11,   6.56,   4.37,   3.52,   6.24,   5.95,   7.71,   4.64,   5.95,   5.25,   6.66,  10.48
198506,  -2.02,   0.81,   0.09,   2.40,   2.25,   0.94,  -0.44,   1.40,   3.24,   2.22,  -1.52,   1.51,   3.39,   2.59,   4.60,  -0.17,   2.21,   2.15,   2.93,   2.71,   0.64,   1.79,   1.83,   1.31,   2.01
198507,   3.21,   3.59,   1.55,   2.09,   2.60,   1.66,   1.86,   3.43,   1.92,   3.76,   6.30,   2.45,  -0.39,   0.50,   0.96,   3.48,   1.02,  -1.16,  -0.72,  -1.36,   2.03,   0.10,  -2.39,   0.67,  -4.09
198508,  -1.42,  -0.33,   0.07,   0.38,  -1.20,  -0.61,  -0.71,   1.00,   1.52,   0.24,   0.38,  -0.61,   0.23,  -0.09,  -1.46,  -0.32,   0.09,   0.67,  -0.21,  -1.42,  -1.38,   0.46,  -0.79,  -0.97,  -0.08
198509,  -6.50,  -3.71,  -3.15,  -4.72,  -4.90,  -7.50,  -6.22,  -4.20,  -3.90,  -4.33,  -5.79,  -3.07,  -4.09,  -3.67,  -4.97,  -7.08,  -4.76,  -4.27,  -5.42,  -4.57,  -4.63,  -1.65,  -3.10,  -3.24,  -4.50
198510,   1.57,   2.58,   3.18,   2.45,   3.91,   2.42,   2.48,   4.56,   4.96,   5.34,  -0.97,   4.14,   4.77,   4.44,   5.99,   0.86,   5.07,   4.61,   5.84,   7.11,   3.24,   5.57,   4.67,   3.76,   7.27
198511,   4.04,   5.19,   5.16,   6.16,   6.07,   6.27,   7.59,   7.50,   7.79,   8.00,   5.70,   5.63,   7.13,   5.49,   7.45,   8.14,   5.30,   5.35,   8.17,   8.18,   7.47,   4.89,   6.10,   8.45,   8.39
198512,   1.51,   4.98,   5.46,   5.92,   5.19,  -0.48,   6.88,   4.32,   3.62,   4.20,   2.25,   4.27,   4.58,   4.36,   3.47,   1.63,   2.91,   6.67,   4.21,   4.12,  -1.89,   3.20,   4.70,   6.57,   4.45
198601,   2.01,   1.52,   1.68,   2.08,   2.16,  -2.67,  -0.33,   0.44,   2.60,   1.33,   1.28,   2.50,   1.62,   2.16,   3.55,   1.45,   0.21,   3.17,   3.90,   2.05,  -4.96,   0.77,   0.59,   0.93,   2.87
198602,   4.42,   7.09,   7.39,   7.63,   8.41,   1.53,   7.42,   8.80,   5.64,   9.92,   4.81,   6.86,   7.66,   9.54,   8.79,   1.98,   4.92,   8.60,   8.33,   9.60,   5.27,   7.36,   7.31,   8.49,  10.35
198603,   3.32,   5.93,   5.54,   4.41,   5.17,   4.16,   4.44,   6.96,   6.80,   5.81,   3.75,   6.55,   4.02,   5.44,   5.82,   2.76,   5.25,   5.39,   6.52,   6.27,   2.78,   4.10,   6.05,   5.32,   8.76
198604,  -0.80,   0.81,   1.36,   3.02,   1.73,  -1.14,  -0.72,   0.03,   0.95,   1.00,  -2.47,  -0.80,   0.34,   1.73,   2.16,  -2.16,  -1.73,  -1.50,  -2.12,   0.87,  -2.35,   0.03,  -2.18,  -1.08,  -2.66
198605,   5.36,   2.98,   1.60,   2.13,   4.18,   1.98,   3.58,   3.86,   3.72,   6.30,   3.15,   5.91,   4.88,   5.11,   6.05,   3.35,   2.95,   4.68,   4.26,   6.60,   4.84,   6.09,   5.21,   4.69,   7.15
198606,  -2.49,  -1.33,   1.61,   1.99,   3.62,  -3.26,  -1.62,  -0.67,   1.61,   3.91,  -4.94,   1.12,  -2.16,   3.33,   3.50,  -4.75,  -2.56,   0.60,   2.65,   3.68,  -5.58,  -1.55,   1.19,   2.53,   4.18
198607, -11.37,  -7.23,  -5.36,  -5.59,  -5.36, -11.55,  -8.32, -10.25,  -4.26,  -5.87, -13.74,  -9.05,  -8.13,  -3.82,  -6.55, -10.18,  -7.53,  -8.11,  -4.23,  -5.36, -10.77,  -5.62,  -5.35,  -5.42,  -4.30
198608,   3.47,   1.14,   2.00,   2.24,   1.65,   6.57,   4.69,   5.83,   3.25,   1.45,  11.28,   8.19,   6.25,   4.84,   2.45,  13.95,   8.98,   8.75,   6.16,   4.16,   9.39,  11.05,   6.82,   6.76,   4.58
198609,  -4.45,  -4.63,  -5.39,  -5.13,  -6.52,  -5.42,  -3.33,  -3.44,  -4.90,  -7.45,  -4.17,  -4.75,  -5.50,  -6.21,  -7.52,  -2.51,  -4.74,  -3.85,  -8.53, -11.17,  -9.43,  -5.29,  -9.15,  -8.80, -10.73
